"id","category","name","unit","price","oldPrice","form","country","shelfLife","barcode","badges","stock","featured","slug","imageUrl","sourceUrl","composition","usage","description"
"p066","Фильтр-пакеты","Напиток чайный для лечения и профилактики ОРВИ «Вирусам-стоп семейный»","20 шт.","905",,"пакетированный","Россия","24 месяца","4690324017257","","17","False","napitok-chainyi-dlya-lecheniya-i-profilaktiki-orvi-virusam-stop-semeinyi","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-dlya-lecheniya-i-profilaktiki-orvi-virusam-stop-semeinyi.jpg?alt=media&token=b287131c-d672-44b8-968d-2c6d835e0d9d","https://www.flip.kz/catalog?prod=2996910","Кладонии, цетрарии слоевища; таволги, гречихи, душицы, зюзника, зверобоя, золотарника, мяты, синеголовника, тысячелистника, татарника трава; березы листья; рябины плоды; ели хвоя; ивы, осины кора; багульника побеги.","2 фильтр-пакета залить 200 мл кипятка, настоять 30 минут при комнатной температуре, отжать. Принимать 3-4 раза в день до еды .","Высокоэффективное средство для профилактики и при проявлениях Гриппа или ОРВИ в любом возрасте ; способствует быстрому выздоровлению и убирает риск осложнений. Укрепляет противовирусный и антимикробный иммунитет . Эффективность чайного напитка максимальна при профилактическом приеме и применении на ранних стадиях заболевания."
"p067","Травы","Одуванчика корневища","50 г","1540",,,"Россия","24 месяца",,"",,"False","oduvanchika-kornevishcha","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Foduvanchika-kornevishcha.jpg?alt=media&token=c385d7a9-8435-49d8-bcd6-0c4ca83694fa","https://www.flip.kz/catalog?prod=2996911",,,"Применяется при тонзиллите, инфекциях почек, мочевого пузыря, мочеиспускательного канала . Корень одуванчика используется в гинекологии, его употребление помогает в лечении острых менструальных болей, гормональных нарушений, маточных кровотечений. Корень одуванчика облегчает симптомы цистита, гастрита, колита заболеваний печени . Эффективен как натуральное желчегонное, спазмолитическое, противовоспалительное, гипогликемическое средство. Травяной сбор, чай из корня одуванчика улучшает пищеварение и обмен веществ, снижает уровень холестерина . Корень одуванчика применяют для усиления секреции пищеварительных желез и как желчегонное средство. Травяной чай из корня одуванчика, обладает спазмолитическими, слабительными свойствами. Корень одуванчика снижает уровень холестерина, способствует очищению печени, снижению риска инфаркта . Травяной сбор корень одуванчика рекомендован при заболеваниях печени, желчного пузыря, гастритах, колитах, сахарном диабете, атеросклерозе,..."
"p068","Мази и кремы","Крем «Грудь здоровая-2» при мастопатии и доброкачественных опухолях","60 г","2517",,,"Россия","24 месяца","4690324019503","","41","False","krem-grud-zdorovaya-2-pri-mastopatii-i-dobrokachestvennykh-opukholyakh","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fkrem-grud-zdorovaya-2-pri-mastopatii-i-dobrokachestvennykh-opukholyakh.jpg?alt=media&token=0b2b9210-3c2c-45a8-bd28-6ec2f1550957","https://www.flip.kz/catalog?prod=2996921","Вода, липодерм 4/1, эмульсионный воск, растительное масло, ланолин, экстракт корневищ пиона; дурнишника, зюзника, подмаренника, спорыша, чистотела, шалфея травы; календулы цветков; гермабен II.","2 раза в день мазь тонким слоем нанести на молочные железы. Грудь не массировать и не греть!","Применяется при узловых формах мастопатии, фиброаденомах, липогранулемах, атеромах, сосудистых опухолях, аденозах, внутрипротоковых папилломах, липомах . Способствует уменьшению фиброзной реакции соединительной ткани и пролиферации соединительно-тканной стромы или железистого эпителия ацинусов и млечных ходов. Препятствует регрессии альвеолярно-глобулярной ткани молочной железы . При применении наблюдается уменьшение болевого синдрома, уменьшение размера образования вплоть до исчезновения и восстановления структуры молочной железы."
"p069","Мази и кремы","Мазь при геморрое и трещинах «Почечуйная»","50 г","3356",,,"Россия","24 месяца","4690324019541","","19","False","maz-pri-gemorroe-i-treshchinakh-pochechuinaya","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-pri-gemorroe-i-treshchinakh-pochechuinaya.jpg?alt=media&token=0166aac0-7308-4dfc-8035-844a67815523","https://www.flip.kz/catalog?prod=2996922","Жир; экстракты череды, льнянки, коры дуба, водяного перца.","ватный тампон, пропитанный мазью, ввести в тщательно вымытое заднее отверстие на срок от 15 минут до нескольких часов. При наружных повреждениях, один раз в день наносить мазь тонким слоем на поверхность чистого ануса .","Мазь применяется при геморрое, а также заживления трещин и ссадин ануса . Значительно ослабляет сопутствующие им болевые ощущения. Приготовлен из натурального экологически чистого растительного сырья без консервантов, ароматизаторов и других синтетических добавок ."
"p070","Монастырские сборы","Сбор монастырский при кистах №16","104 г","1909",,"рассыпной","Россия","24 месяца","4690324019992","","34","False","sbor-monastyrskii-pri-kistakh-16","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-pri-kistakh-16.jpg?alt=media&token=3c4ab289-8771-401b-bf8d-69bc8d5bbcb2","https://www.flip.kz/catalog?prod=2996929","Березы, иван-чая, подорожника листья; горца, дербенника, душицы, золотарника, манжетки, пастушьей сумки, первоцвета, тысячелистника, чистотела, шалфея, ярутки трава; календулы, пижмы, ромашки цветки.","1-3 столовые ложки сбора залить 0,25 — 0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день по 10-15 минут до еды .","Сбор монастырский при кистах № 16 используется как дополнительный метод оздоровления при кистах в молочных железах и яичниках . Способствует восстановлению гормонального фона и улучшению самочувствия ."
"p071","Монастырские сборы","Сбор монастырский при мастопатии №13","104 г","1909",,,"Россия","24 месяца","4690324020004","","25","False","sbor-monastyrskii-pri-mastopatii-13","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-pri-mastopatii-13.jpg?alt=media&token=287123be-0ca4-4e21-96b0-3d2e7ffbcbe4","https://www.flip.kz/catalog?prod=2996934","Березы, брусники, грецкого ореха, подорожника листья; бессмертника, календулы цветки; донника, дрока, зверобоя, крапивы, мокрицы, пустырника, тысячелистника, хвоща, чистотела, шалфея трава; дягиля, лопуха корневища; исландского мха слоевища; расторопши плоды; хмеля соплодия.","1-3 столовые ложки сбора залить 0,25 — 0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день по 10-15 минут до еды .","Сбор монастырский при мастопатии № 13 устраняет чувство болезненности и нагрубания молочных желез . Способствует нормализации гормонального баланса . Рекомендуется в качестве противоопухолевого, спазмолитического и обезболивающего средства."
"p072","Монастырские сборы","Сбор монастырский глистогонный №12","104 г","1909",,,"Россия","24 месяца","4690324020011","","34","False","sbor-monastyrskii-glistogonnyi-12","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-glistogonnyi-12.jpg?alt=media&token=77c694bb-5dcf-4930-a1d0-95daa93298d3","https://www.flip.kz/catalog?prod=2996935","Клевера, пижмы, полыни Божье дерево, полыни горькой, репешка, чабреца трава; крушины кора; папоротника, солодки корневища; папоротника, сенны листья; ромашки цветки, тыквы семена; хмеля соплодия.","1-3 столовые ложки сбора залить 0,25 — 0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день по 10-15 минут до еды .","Сбор монастырский глистогонный № 12, применяют как дополнительный метод оздоровления в качестве антигельминтного, противомикробного средства , стимулирует секреторную и моторную функции ЖКТ, останавливает процессы гниения и брожения в кишечнике, оказывает желчегонное действие . Эффективен против паразитов и их яиц, выводит продукты их жизнедеятельности."
"p073","Фильтр-пакеты","Напиток чайный «Иммунитет здоровый»","20 шт.","987",,"пакетированный","Россия","24 месяца","4690324021209","","17","False","napitok-chainyi-immunitet-zdorovyi","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-immunitet-zdorovyi.jpg?alt=media&token=3802c194-57bb-4cc5-a818-e9588d6a9d27","https://www.flip.kz/catalog?prod=2996939","Гречихи, карагана цветущие верхушки; эхинацеи, горцев птичьего и почечуйного, дербенника, дурнишника, душицы, зверобоя, золотарника, зюзника, иссопа, крапивы, люцерны, первоцвета, репешка, ряски, синеголовника, сурепки, таволги, татарника, тысячелистника, чабреца трава; аронии, рябины, можжевельника, шиповника плоды; ели хвоя; березы листья; сосны хвоя; чага.","2-3 фильтр-пакета залить 0,2 л кипятка, настоять 1 час при комнатной температуре, отжать. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды. Минимальный курс приема: 1-2 месяца, 2-3 раза в год (особенно в весенне-осенний период и во время эпидемии гриппа) .","Применяют для профилактики при частых простудных заболеваниях, особенно у детей и лиц пожилого возраста, а также при ослабленном иммунитете, снижении умственной и физической работоспособности . Эффективен при «синдроме хронической усталости» (СХУ) и весеннем гиповитаминозе ."
"p074","Монастырские сборы","Сбор монастырский №17 «Мужское здоровье»","104 г","1909",,,"Россия","24 месяца","4690324022749","","18","False","sbor-monastyrskii-17-muzhskoe-zdorove","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-17-muzhskoe-zdorove.jpg?alt=media&token=798cfb0c-07de-4b8b-b6b5-1d5777372d36","https://www.flip.kz/catalog?prod=2996943","Иван-чая, ярутки, сурепки, адониса, василистника, горца птичьего, дрока, дурнишника, золотарника канадского, лапчатки гусиной, льнянки, нардосмии, сныти, хвоща полевого, чернобыльника трава; березы, брусники, бузины листья; лещины кора; смородины почки; лопуха, одуванчика, пырея корневища.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","При учащённом мочеиспускании, сопровождающемся чувством неполного опорожнения мочевого пузыря, вялой струей мочи, при неприятных или болезненных ощущениях в промежности . Обладает противовоспалительным, обезболивающим, противоопухолевым действием. Применяется при простатите, застойных процессах, доброкачественной гиперплазии, аденоме и раке предстательной железы . При регулярном употреблении нормализуется ПСА и объем предстательной железы ."
"p075","Фильтр-пакеты","Напиток чайный «Цетрарии» природный антибиотик, от кашля","20 шт.","1514",,"пакетированный","Россия","24 месяца","4690324023517","","53","False","napitok-chainyi-tsetrarii-prirodnyi-antibiotik-ot-kashlya","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-tsetrarii-prirodnyi-antibiotik-ot-kashlya.jpg?alt=media&token=c5770b7a-3dc6-4205-af57-b84923bfb228","https://www.flip.kz/catalog?prod=2996945",,"1-2 фильтр-пакета залить 0,2 л кипятка, настоять 30 минут при комнатной температуре, отжать. Принимать по 1/3 от полученного объема 3 раза в день .","Применяют при заболеваниях верхних дыхательных путей, в том числе при туберкулезе, хронических инфекционных заболеваниях, сопровождающихся повышением температуры, вместо антибиотиков и в качестве общеукрепляющего средства после тяжёлых болезней, заболеваниях желудочно-кишечного тракта ."
"p076","Монастырские сборы","Сбор травяной при злокачественных и доброкачественных опухолях «Монастырский 16 трав»","104 г","2813",,,"Россия","24 месяца","4690324004639","","41","False","sbor-travyanoi-pri-zlokachestvennykh-i-dobrokachestvennykh-opukholyakh-monastyrs","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-travyanoi-pri-zlokachestvennykh-i-dobrokachestvennykh-opukholyakh-monastyrs.jpg?alt=media&token=28b33b9f-326e-4b5f-8dd3-c182c95ee0c7","https://www.flip.kz/catalog?prod=2996947","Березы почки; бессмертника, липы, ромашки цветки; крапивы, полыни, пустырника, сухоцвета, сушеницы, тысячелистника, чабреца, череды, шалфея трава; крушины кора; толокнянки листья; шиповника плоды.","6 столовых ложек положить в эмалированную кастрюлю, залить 2,5 л кипятка, настоять на медленном огне (95°) 3 часа. Охладить, процедить, поставить в холодильник . Пить теплым по 1 столовой ложке, в тяжелых случаях по 3 столовые ложки 3 раза в день за 1 час до еды. Минимальный курс приема — 40 дней, затем перерыв 10-12 дней, и курс повторить снова. Отвар хранится в холодильнике долго, пока не закончится.","Рекомендуются при злокачественных и доброкачественных опухолях . Это старинный рецепт от профессионального травника, архимандрита Георгия (Саввы), настоятеля Свято-Духова Тимашевского мужского монастыря (Краснодарский край). Главное его требование к человеку, обращающемуся за помощью, — исповедь, покаяние, исправление жизни. При систематическом употреблении доброкачественные опухоли рассасываются или уменьшаются в размерах . Состояние онкологических больных, даже с IV стадией заболевания, улучшается."
"p077","Монастырские сборы","Сбор монастырский при миоме №15","104 г","1909",,,"Россия","24 месяца","4690324019886","","25","False","sbor-monastyrskii-pri-miome-15","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-pri-miome-15.jpg?alt=media&token=b452edca-c5bf-4765-a6ca-6f3bb7d0597f","https://www.flip.kz/catalog?prod=2996962","Горца водного и змеиного, зверобоя, зимолюбки, крапивы, пастушьей сумки, подмаренника, пустырника, спорыша, тысячелистника, шалфея, ярутки, яснотки трава; бадана, калгана, кровохлебки корневища; земляники листья; календулы, ромашки цветки.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Рекомендуется при доброкачественных новообразованиях матки, гиперплазии эндометрия, эндометриозах, варикозных расширениях сосудов тела матки, при обильных менструациях и маточных кровотечениях . Обладает маткосокращающим, сосудоукрепляющим, кровоостанавливающим, противовоспалительным действием ."
"p078","Монастырские сборы","Сбор монастырский успокаивающий №9","104 г","1909",,,"Россия","24 месяца","4690324019893","","13","False","sbor-monastyrskii-uspokaivayushchii-9","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-uspokaivayushchii-9.jpg?alt=media&token=1a865010-8290-42f8-b941-e84ed00e6ad7","https://www.flip.kz/catalog?prod=2996963","Березы, подорожника, шалфея листья; бодяка, буквицы, василистника, горца птичьего, дербенника, донника, душицы, дымянки, зверобоя, зюзника, иван-чая, крапивы, манжетки, мелиссы, мяты, первоцвета, пижмы, полыни Божье дерево, пустырника, репешка, сушеницы, таволги, чернобыльника, яснотки трава; валерианы, лопуха, пырея корневища; хмеля соплодия.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Рекомендуется при повышенной тревожности, нарушении сна и других нарушениях нервной системы . Сильное успокаивающее средство. Улучшает настроение и сон . Как дополнительный метод оздоровления при нарушениях нервной системы."
"p079","Монастырские сборы","Сбор монастырский гормонально-нормализующий №11","104 г","1909",,,"Россия","24 месяца","4690324019909","","35","False","sbor-monastyrskii-gormonalno-normalizuyushchii-11","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-gormonalno-normalizuyushchii-11.jpg?alt=media&token=407b26b9-424f-4a73-ab1a-0adbdcfd0957","https://www.flip.kz/catalog?prod=2996967","Адониса, василистника, вероники, дербенника, донника, дурнишника, душицы, зверобоя, золотарника, зюзника, первоцвета, пустырника, сурепки, чабреца, череды, чернобыльника, ясменника, ярутки трава; валерианы, сабельника, солодки корневища; календулы, таволги цветки; хмеля соплодия; шалфея листья.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Рекомендуется при старении организма (снижении жизненного тонуса, ухудшении памяти, снижении зрения, слуха и функций других органов чувств), остеопорозе, дряблости кожи, снижении мышечного тонуса, возрастных изменениях в органах и системах (атеросклероз, ИБС, снижении функций щитовидной железы и надпочечников) в качестве средства, замедляющего процессы старения и способствующего омоложению организма ."
"p080","Монастырские сборы","Сбор монастырский при щитовидной железе №8","104 г","1909",,,"Россия","24 месяца","4690324019916","","14","False","sbor-monastyrskii-pri-shchitovidnoi-zheleze-8","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-pri-shchitovidnoi-zheleze-8.jpg?alt=media&token=290419c2-b0d2-4e4b-a675-d61de57d25a9","https://www.flip.kz/catalog?prod=2996973","Галеги, горца птичьего, донника, дурнишника, душицы, зверобоя, зопника, зюзника, лапчатки, манжетки, мяты, подмаренника, пустырника, репешка, таволги, хвоща, чабреца, чернобыльника трава; ивы кора; ромашки цветки; рябины плоды; хмеля соплодия.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Рекомендуется при нарушении функции щитовидной железы (гипотиреозе и аутоиммунном тиреоидите) и связанных с этим клинических проявлениях (слабости, депрессии, ожирении, повышении или понижении давления, треножности, сердцебиении и др.) . Нормализует функцию железы, смягчает побочное действие лечебной и заместительной гормонотерапии, улучшает самочувствие и настроение, придаёт бодрость ."
"p081","Фильтр-пакеты","Напиток чайный «Иван-чая листья»","20 шт.","987",,"фильтр-пакеты","Россия","24 месяца","4690324006541","","4","False","napitok-chainyi-ivan-chaya-listya","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-ivan-chaya-listya.jpg?alt=media&token=3d4ede65-8abd-4e98-9576-b2e704fc70d8","https://www.flip.kz/catalog?prod=2996978",,"2-3 фильтр-пакета залить 0,2-0,3 л кипятка, настоять 1 час при комнатной температуре, отжать. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Напиток чайный не ферментированный «Иван-чая листья» . По литературным данным применяются при острых и хронических заболеваниях простаты, аденоме, воспалении мочеточников, хроническом воспалении мочевого пузыря, нарушении обмена веществ, дисбактериозе; как седативное, противовоспалительное средство; нормализует микрофлору кишечника ."
"p082","Мази и кремы","Мазь для суставов «С сабельником»","60 г","2945",,,"Россия","24 месяца","4690324019596","","16","False","maz-dlya-sustavov-s-sabelnikom","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-dlya-sustavov-s-sabelnikom.jpg?alt=media&token=5e5fccf2-4cdb-49a5-80d3-a94a25a148e6","https://www.flip.kz/catalog?prod=2996981","Вода, эмульсионный воск, растительное масло, экстракт корней сабельника; ланолин, гермабен II.","2-3 раза в сутки мазь массажными движениями втирается в проблемные участки тела, желательно укутать их затем шерстяной тканью . Минимальный курс приёма: от 2-3 месяцев до полугода. При необходимости курс оздоровления можно повторить несколько раз в год, особенно в осенне-весенний период .","Мазь рекомендуется для костно-суставных заболеваний (артриты, артрозы, остеохондрозы, ревматизмы, полиартрит, подагра), как общеукрепляющее средство при повышенных нагрузках на опорно-двигательный аппарат ."
"p083","Фильтр-пакеты","Напиток чайный «Нервы в норме» с успокаивающим действием","20 шт.","987",,"фильтр-пакеты","Россия","24 месяца","4690324006596","","26","False","napitok-chainyi-nervy-v-norme-s-uspokaivayushchim-deistviem","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-nervy-v-norme-s-uspokaivayushchim-deistviem.jpg?alt=media&token=b9e5bbac-1e8f-466d-bad3-de597a3704d0","https://www.flip.kz/catalog?prod=2996987","Валерианы, пиона корневища; хмеля соплодия; горца почечуйного, дербенника, дурнишника, душицы, зюзника, зверобоя, золотарника, иссопа, манжетки, первоцвета, полыни Божье дерево, пустырника, синеголовника,  синяка, сушеницы, татарника, чабреца трава; гречихи цветущие верхушки; берёзы, ландыша листья; аронии плоды, ивы кора.","1-2 фильтр-пакета. Залить 0,2 л кипятка, настоять 1 час при комнатной температуре, отжать. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды . Минимальный курс приема — от нескольких дней до 1-2 месяцев. При необходимости возможны повторные курсы с перерывами между ними в 1-2 месяца. Напиток чайный «Нервы в норме» можно чередовать с напитками «Для всей семьи с мятой и мелиссой», «Адаптогенный. Не боюсь!»","Рекомендуется при стрессах, неврозах, неврогенных головных болях, бессоннице . Сильное успокоительное средство, может с успехом заменить аналогичные седативные препараты без их нежелательного побочного эффекта ."
"p084","Мази и кремы","Мазь от псориаз, экземы «Чистая кожа»","60 г","2517",,,"Россия","24 месяца","4690324019657","","13","False","maz-ot-psoriaz-ekzemy-chistaya-kozha","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-ot-psoriaz-ekzemy-chistaya-kozha.jpg?alt=media&token=ee492b64-991a-4bd0-bf95-5669db736ebf","https://www.flip.kz/catalog?prod=2996994","Вода, эмульсионный воск, растительное масло; экстракты плодов софоры японской, корня элеутерококка, травы череды; ланолин, вазелин, гермабен II.","на поврежденную кожу нанести тонкий слой мази и дать ей впитаться, остатки удалить; так 3-4 раза в сутки . Минимальный курс приёма: от 2-3 месяцев до полугода. При необходимости курс оздоровления можно повторить несколько раз в год .","Мазь нормализует процессы деления клеток кожи, устраняет излишнее шелушение, корректирует иммунные нарушения кожи, оказывает противовоспалительное, противоаллергическое и противозудное действие, способствует размягчению и удалению чешуек . Отлично сочетается с другими методами лечения псориаза."
"p085","Фильтр-пакеты","Напиток чайный «Сердцу ВАЛ» для улучшения микроциркуляции миокарда","20 шт.","987",,"фильтр-пакеты","Россия","24 месяца","4690324010180","","10","False","napitok-chainyi-serdtsu-val-dlya-uluchsheniya-mikrotsirkulyatsii-miokarda","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-serdtsu-val-dlya-uluchsheniya-mikrotsirkulyatsii-miokarda.jpg?alt=media&token=553d6fc8-2dab-4663-92a9-90a57576e481","https://www.flip.kz/catalog?prod=2997004","Адониса, василистника трава; ландыша листья.","1-2 фильтр-пакета залить 0,2 л воды, нагретой до 80 градусов, настоять 15 минут при комнатной температуре, отжать. Принимать по 1/3 стакана 3 раза в день за 15 минут до еды . Минимальный курс приема зависит от состояния и продолжается от 2-3 месяцев до полугода. После месячного перерыва курс приема можно повторить. Желательно использовать в сочетании с напитком чайным «Голова умная», либо «Витамины для мозга» .","Рекомендован при кардионеврозах, ишемических болезнях сердца, сердечно-сосудистой недостаточности, миокардиодистрофии ; улучшают питание сердечной мышцы, расширяя коронарные сосуды; содержащиеся в травах сердечные гликозиды стимулируют сократительную функцию миокарда, регулируют сердечный ритм ."
"p086","Мази и кремы","Мазь «Щитовидная железа здоровая» ГИПО при гипотиреозе","50 г","2517",,,"Россия","24 месяца","4690324019671","","18","False","maz-shchitovidnaya-zheleza-zdorovaya-gipo-pri-gipotireoze","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-shchitovidnaya-zheleza-zdorovaya-gipo-pri-gipotireoze.jpg?alt=media&token=ee877d7d-458f-4f9f-92e6-bd616fc54aa1","https://www.flip.kz/catalog?prod=2997006","Вода, эмульсионный воск, растительное масло, ланолин, экстракт чаги, травы дурнишника, дрока, донника, душицы, мокрицы, льнянки, тысячелистника, чабреца, чернобыльника; корневищ лапчатки, эхинацеи; плодов аронии; листьев мать-и-мачехи; цветков календулы; гермабен II.","наносится на область щитовидной железы легкими массирующими движениями 2-3 раза в день.","Приготовлен из натурального экологически чистого растительного сырья без консервантов, ароматизаторов и других синтетических добавок . Способствует улучшению микроциркуляции, восстановлению структуры и функции щитовидной железы ."
"p087","Мази и кремы","Мазь с пролонгированным действием «Чистая кожа»","60 г","2945",,,"Россия","24 месяца","4690324019701","","17","False","maz-s-prolongirovannym-deistviem-chistaya-kozha","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-s-prolongirovannym-deistviem-chistaya-kozha.jpg?alt=media&token=5ad58e3f-b035-420f-bfce-1814d84bf2a8","https://www.flip.kz/catalog?prod=2997014","Вода; липодерм 4/1, эмульсионный воск, соевое масло, ланолин, вазелин; экстракт плодов софоры японской; череды трава; элеутерококка корневища; KEM Nat B.","на поврежденную кожу нанести тонкий слой мази и дать ей впитаться, остатки удалить; так 3-4 раза в сутки . Минимальный курс приёма: от 2-3 месяцев до полугода. При необходимости курс оздоровления можно повторить несколько раз в год .","Мазь нормализует процессы деления клеток кожи, устраняет излишнее шелушение, корректирует иммунные нарушения кожи, оказывает противовоспалительное, противоаллергическое и противозудное действие, способствует размягчению и удалению чешуек . Вазелин замедляет впитывание мази в кожу и удлиняет лечебный эффект ⏳."
"p088","Фильтр-пакеты","Напиток чайный «Печень здоровая» при заболеваниях печени и желчевыводящих путей","20 шт.","987",,"фильтр-пакеты","Россия","24 месяца","4690324010258","","127","False","napitok-chainyi-pechen-zdorovaya-pri-zabolevaniyakh-pecheni-i-zhelchevyvodyashch","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fnapitok-chainyi-pechen-zdorovaya-pri-zabolevaniyakh-pecheni-i-zhelchevyvodyashch.jpg?alt=media&token=27ae288b-dcdc-4622-90a3-712501935376","https://www.flip.kz/catalog?prod=2997015","Расторопши плоды, барбариса корни;  дягиля корневища; володушки, горца почечуйного, гречихи, душицы, дурнишника, дымянки, зверобоя, крапивы, мяты, первоцвета, полыни Божье дерево, полыни горькой, репешка, синеголовника, таволги, тысячелистника, татарника, цикория, чабреца, чистотела трава; березы листья; ивы, осины кора; пижмы цветки; ели хвоя; чага.","2-3 фильтр-пакета залить 0,2-0,3 л кипятка, настоять 1 час при комнатной температуре, отжать. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды . Минимальный курс приема — 3-4 недели. При хроническом течении болезни целесообразны повторные курсы.","Рекомендован при заболеваниях печени и желчного пузыря различной этиологии (гепатиты — острые и хронические, холециститы, холангиты, циррозы, рак печени) . Хорошее защитное и реабилитационное (гепатопротекторное) средство для печени при массивном медикаментозном лечении и интоксикациях различной этиологии . Улучшается желчевыделение, осуществляется спазмолитическое, антиаллергическое и противовоспалительное действие, ускоряется выведение из организма различных токсинов и желчных пигментов ."
"p089","Мази и кремы","Мазь для суставов и костей «Живокость»","60 г","2402",,,"Россия","24 месяца","4690324019770","","13","False","maz-dlya-sustavov-i-kostei-zhivokost","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fmaz-dlya-sustavov-i-kostei-zhivokost.jpg?alt=media&token=07b1ac23-585d-48bf-8012-282ae3ede2b6","https://www.flip.kz/catalog?prod=2997027","Вода; эмульсионный воск; растительное масло; экстракт корневищ окопника, норичника; трав донника, живокости, зюзника, чернокорня; ланолин, гермабен II.","2-3 раза в сутки мазь наносится на пораженную область.","Снимает воспаление в суставах (артриты и др) в том числе и аутоиммунного генеза, стимулирует костеобразование за счет накопления Са²⁺ (после переломов ускоряет образование костной мозоли), улучшает питание суставов за счет стимуляции капиллярообразования, разжижает кровь, способствует регенерации тканей ."
"p090","Монастырские сборы","Сбор монастырский кожный №7","104 г","1909",,,"Россия","24 месяца","4690324019923","","16","False","sbor-monastyrskii-kozhnyi-7","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fsbor-monastyrskii-kozhnyi-7.jpg?alt=media&token=4a8d685c-3616-4c39-bf29-2fcf8560768e","https://www.flip.kz/catalog?prod=2997033","Березы, подорожника, шалфея листья; бессмертника цветки; зюзника, иссопа, крапивы, таволги, тысячелистника, фиалки, чернобыльника, череды, чистотела трава; лопуха, одуванчика, пырея корневища.","1-3 ст. л. сбора залить 0,25-0,4 л кипятка, настоять 1 час, процедить. Принимать по 1/3 от полученного объема 3 раза в день за 10-15 минут до еды .","Рекомендуется при дерматитах, угревой сыпи (акне) и при других заболеваниях кожи, а также лимфы и крови . Нормализует баланс гормонов, обмен веществ, улучшает состояние лимфы, крови и кожи ."
